,title,description
114362,Senior Data Scientist,"When you join Verizon

Verizon is one of the world's leading providers of technology and communications services, transforming the way we connect around the world. We're a human network that reaches across the globe and works behind the scenes. We anticipate, lead, and believe that listening is where learning begins. In crisis and in celebration, we come together-lifting up our communities and striving to make an impact to move the world forward. If you're fueled by purpose, and powered by persistence, explore a career with us. Here, you'll discover the rigor it takes to make a difference and the fulfillment that comes with living the #NetworkLife.

What you'll be doing...

The marketing technology team is all about using data and automation as the fuel to propel our sales and marketing interactions beyond our competition. In this role, you will play a key role in designing, implementing, and optimizing data-driven decision strategies using Pega Decisioning solutions. The primary focus will be on improving customer interactions, marketing strategies, and operational efficiency through the effective utilization of AI/ML and data-driven insights delivered through Pega decisioning
platform. Your work will help us meet our customers' needs better and make it easier for them to do business with Verizon.

Responsibilities include:
Supporting the Pega decisioning use case by implementing the most effective predictive and adaptive modeling approaches using Pega native tools.Incorporating innovative AI approaches into Pega decisioning framework, enhancing customer personalization and engagement. Facilitating Cross-functional Collaboration: Serve as a bridge between IT, Data Warehouse, marketing science, and business stakeholders to ensure alignment on data-driven decisioning projects and strategic goals. Serving as a thought leader and subject matter expert on AI/ML related needs and initiatives. Driving Continuous Improvement: Monitor and improve data quality and performance of decisioning strategies, identifying opportunities for AI/ML innovation to advance our personalization strategy. Developing ad-hoc and ongoing statistical analysis studies to measure critical decisioning KPIs and discover important patterns to utilize in decisioning logic and adaptive models. Designing A/B testing and employ a robust test-and-learn approach for continuous optimization of decisioning strategies to optimize outcomes to better align with business goals. Developing automated reports and dashboards as needed by program manager and senior leadership.
What we're looking for...

You'll need to have:
Bachelor's degree in Data Analytics, Statistics, Computer Science or another quantitative field or four or more years of work experience.Six or more years of relevant work experience. Demonstrated knowledge or experience with Machine Learning, Data Science, and Data Engineering principles and related technologies such as R, Python, SQL etc. Experience delivering and managing AI/ML based software products or models as an engineer or product owner/manager. 
Even better if you have one or more of the following:
Master's degree or Ph.D. in data analytics or similar field Experience with agile software development methodology Experience working with Pega Decisioning platform. Pega certification(s) a plusProven experience with data engineering and ETL techniques using data from a wide variety of data sources Rigorous understanding of statistics/machine learning and ability to discern appropriate analytics techniques to problem-solve Knowledge of data warehouse, data lakes, and cloud architecture (Teradata, GCP, AWS etc.)Ability to learn new analytics tools and platforms quickly. Excellent communication skills with ability to interpret and explain analytics results and implications to non-technical audience. Ability to work in a fast-paced environment, managing multiple projects and stakeholders. Passion for applying data-driven approaches and quantitative reasoning for business decision making
If Verizon and this role sound like a fit for you, we encourage you to apply even if you don't meet every ""even better"" qualification listed above.

Where you'll be working

In this hybrid role, you'll have a defined work location that includes work from home and assigned office days set by your manager.

Scheduled Weekly Hours
40

Equal Employment Opportunity

We're proud to be an equal opportunity employer - and celebrate our employees' differences, including race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, and Veteran status. At Verizon, we know that diversity makes us stronger. We are committed to a collaborative, inclusive environment that encourages authenticity and fosters a sense of belonging. We strive for everyone to feel valued, connected, and empowered to reach their potential and contribute their best. Check out our diversity and inclusion page to learn more."
114443,Senior Data Scientist,"About L.E.K. ConsultingL.E.K. Consulting is a global management consulting firm that uses deep industry expertise and rigorous analysis to help business leaders achieve practical results with real impact. We are uncompromising in our approach to helping clients consistently make better decisions, deliver improved business performance and generate greater shareholder returns. The firm advises and supports global companies that are leaders in their industries — including the largest private and public sector organizations, private equity firms and emerging entrepreneurial businesses. Founded more than 35 years ago, L.E.K. employs more than 1,800 professionals across the Americas, Asia-Pacific and Europe. For more information, go to www.lek.com.

Title: Senior Data ScientistLocation: Boston, Chicago, Houston, Los Angeles, San Francisco
Overview of the Data & Analytics team: L.E.K.'s Data & Analytics function is focused on creating and deploying best-in-class capabilities to drive business results for our clients. The team is comprised of data scientists, data engineers, technical business analytics consultants, and product managers who work together to solve some of the most challenging business problems our clients have. We drive the full analytics life cycle on client engagements: scoping and understanding business challenges, developing and maintaining robust data assets, creating and running innovative analytical techniques, generating compelling visualizations to communicate the findings / recommendations. We build, develop, and maintain innovative tools and applications for use across projects and for specific clients. We coach, mentor and train colleagues from across the business, on everything from what types of commercial problems analytical techniques can help solve to in-depth technical training for specific types of analysis. 
This role is for a Senior Data Scientist on L.E.K.'s rapidly growing Data & Analytics team. The primary focus of this role is to provide technical expertise: helping to execute on complex analytics across a wide variety of often fast-paced client engagements, helping to build innovative tools and applications that can help solve client’s commercial issues, helping to execute cutting edge analytical techniques, helping to drive technical roadmaps for the function and firm, and training our colleagues. 
As part of a dynamic and growing team, there is every opportunity to carve out value added work, and to grow your skills and experience. You receive state-of-the-art training in a variety of domains, and lead the organization to adopting new and innovative methods to solve our clients’ hardest questions. You won’t just be a technical expert: you will intersect between data science, and commercial business understanding, across a variety of domains to provide analytically driven recommendations to our clients. 
Data & Analytics is one of four key pillars to the Solutions Team at L.E.K. Consulting, alongside Market Insights, Information & Research Center and Knowledge Management. The Solutions team works together to support and enable our consulting team members to generate best in class insights for our clients. 

Responsibilities: Client engagements: Lead end-to-end data science projects from conceptualization through to deployment, and deploy advanced machine learning models in clients' cloud environments, optimizing for scalability, performance, and reliability to address specific business challenges and objectives Support clients in strategically leveraging technical models, guiding them through the interpretation of results and the integration of actionable insights into their business workflows. Solve a wide variety of complex analytical challenges for clients, sometimes dynamically balancing multiple client engagements at one time Analytical needs can include: data aggregation / creation, data cleaning / manipulation, commercial data science (e.g., geospatial, machine learning, predictive modelling, NLP, GenAI etc.), and visualizations Help drive the technical roadmap needed to support client engagements Analytical apps, service lines, and proprietary data assets: Drive the development of state-of-the-art analytical apps, leveraging up-to-date in machine learning algorithms to solve complex problems Collaborate with a variety of stakeholders to continuously innovate on the apps, service lines and proprietary data assets we can offer Provide technical expertise and thought leadership on developing analytical tools, services lines, and proprietary data assets, and contribute to building these areas directly when applicable Uphold best-in-class standards in app development, data integrity, and ensuring solutions are both scalable and maintainable Client / business development When relevant, support Managing Directors in developing and delivering client proposals where advanced data and analytics are critical to the scope of work Provide input into training / upskilling the D&A team provides to Managing Directors to ensure they are aware of all of our most current capabilities Capability development Stay up to date on best-in-class software, tools, and techniques to ensure that we are able to provide clients with best-in-class solutions Support commercialization and upskilling of staff on relevant software, tools and techniques Help drive the technical roadmap to ensure we are operating a best-in-class Data & Analytics function Mentor team members, contribute to technical capabilities of the team  Qualifications and Experience: Degree in a quantitative and/or business discipline preferred, examples include: Statistics, Computer Science, Data Science, Mathematics, Operations Research, Engineering, Economics A minimum of 4 years of experience in applied data science with a solid foundation in machine learning, statistical modeling, and analysis Strong knowledge, experience, and fluency in a wide variety of tools including Python with data science and machine learning libraries (e.g., scikit-learn, TensorFlow, PyTorch), Spark, SQL; familiarity with Alteryx and Tableau preferred Technical understanding of machine learning algorithms; experience with deriving insights by performing data science techniques including classification models, clustering analysis, time-series modeling, NLP; technical knowledge of optimization is a plus Expertise in developing and deploying machine learning models in cloud environments (AWS, Azure, GCP) with a deep understanding of cloud services, architecture, and scalable solutions. (e.g., Sagemaker, Azure ML, Kubernetes, Airflow) Demonstrated experience with MLOps practices, including continuous integration and delivery (CI/CD) for ML, model versioning, monitoring, and performance tracking to ensure models are efficiently updated and maintained in production environments Hands-on experience with manipulating and extracting information on a variety of large both structured and unstructured datasets; comfort with best data acquisition and warehousing practices Experience with commercial business analytics; experience at a consulting firm / agency is a plus Proficient Excel, PowerPoint presentation and excellent communication skills, both written and oral; ability to explain complex algorithms to business stakeholdersAbility to achieve results through others; experience and proven success record working in matrix, agile and fast-growing environments; and assertive, intellectually curious and continuously driving towards excellence. 

Candidates responding to this posting must currently possess eligibility to work in the United States L.E.K. Consulting is an Equal Opportunity Employer L.E.K. Consulting has a hybrid work model in place for our U.S. offices. In California, the base salary is between $120,000 - $145,000 (USD); placement within this range will vary based on experience and skill level. L.E.K. also offers a performance bonus, profit sharing and other benefits."
114451,Senior Data Scientist,"When you join Verizon

Verizon is one of the world's leading providers of technology and communications services, transforming the way we connect around the world. We're a human network that reaches across the globe and works behind the scenes. We anticipate, lead, and believe that listening is where learning begins. In crisis and in celebration, we come together-lifting up our communities and striving to make an impact to move the world forward. If you're fueled by purpose, and powered by persistence, explore a career with us. Here, you'll discover the rigor it takes to make a difference and the fulfillment that comes with living the #NetworkLife.

What you'll be doing...

The marketing technology team is all about using data and automation as the fuel to propel our sales and marketing interactions beyond our competition. In this role, you will play a key role in designing, implementing, and optimizing data-driven decision strategies using Pega Decisioning solutions. The primary focus will be on improving customer interactions, marketing strategies, and operational efficiency through the effective utilization of AI/ML and data-driven insights delivered through Pega decisioning
platform. Your work will help us meet our customers' needs better and make it easier for them to do business with Verizon.

Responsibilities include:
Supporting the Pega decisioning use case by implementing the most effective predictive and adaptive modeling approaches using Pega native tools.Incorporating innovative AI approaches into Pega decisioning framework, enhancing customer personalization and engagement. Facilitating Cross-functional Collaboration: Serve as a bridge between IT, Data Warehouse, marketing science, and business stakeholders to ensure alignment on data-driven decisioning projects and strategic goals. Serving as a thought leader and subject matter expert on AI/ML related needs and initiatives. Driving Continuous Improvement: Monitor and improve data quality and performance of decisioning strategies, identifying opportunities for AI/ML innovation to advance our personalization strategy. Developing ad-hoc and ongoing statistical analysis studies to measure critical decisioning KPIs and discover important patterns to utilize in decisioning logic and adaptive models. Designing A/B testing and employ a robust test-and-learn approach for continuous optimization of decisioning strategies to optimize outcomes to better align with business goals. Developing automated reports and dashboards as needed by program manager and senior leadership.
What we're looking for...

You'll need to have:
Bachelor's degree in Data Analytics, Statistics, Computer Science or another quantitative field or four or more years of work experience.Six or more years of relevant work experience. Demonstrated knowledge or experience with Machine Learning, Data Science, and Data Engineering principles and related technologies such as R, Python, SQL etc. Experience delivering and managing AI/ML based software products or models as an engineer or product owner/manager. 
Even better if you have one or more of the following:
Master's degree or Ph.D. in data analytics or similar field Experience with agile software development methodology Experience working with Pega Decisioning platform. Pega certification(s) a plusProven experience with data engineering and ETL techniques using data from a wide variety of data sources Rigorous understanding of statistics/machine learning and ability to discern appropriate analytics techniques to problem-solve Knowledge of data warehouse, data lakes, and cloud architecture (Teradata, GCP, AWS etc.)Ability to learn new analytics tools and platforms quickly. Excellent communication skills with ability to interpret and explain analytics results and implications to non-technical audience. Ability to work in a fast-paced environment, managing multiple projects and stakeholders. Passion for applying data-driven approaches and quantitative reasoning for business decision making
If Verizon and this role sound like a fit for you, we encourage you to apply even if you don't meet every ""even better"" qualification listed above.

Where you'll be working

In this hybrid role, you'll have a defined work location that includes work from home and assigned office days set by your manager.

Scheduled Weekly Hours
40

Equal Employment Opportunity

We're proud to be an equal opportunity employer - and celebrate our employees' differences, including race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, and Veteran status. At Verizon, we know that diversity makes us stronger. We are committed to a collaborative, inclusive environment that encourages authenticity and fosters a sense of belonging. We strive for everyone to feel valued, connected, and empowered to reach their potential and contribute their best. Check out our diversity and inclusion page to learn more."
114452,Senior Data Scientist,"When you join Verizon

Verizon is one of the world's leading providers of technology and communications services, transforming the way we connect around the world. We're a human network that reaches across the globe and works behind the scenes. We anticipate, lead, and believe that listening is where learning begins. In crisis and in celebration, we come together-lifting up our communities and striving to make an impact to move the world forward. If you're fueled by purpose, and powered by persistence, explore a career with us. Here, you'll discover the rigor it takes to make a difference and the fulfillment that comes with living the #NetworkLife.

What you'll be doing...

The marketing technology team is all about using data and automation as the fuel to propel our sales and marketing interactions beyond our competition. In this role, you will play a key role in designing, implementing, and optimizing data-driven decision strategies using Pega Decisioning solutions. The primary focus will be on improving customer interactions, marketing strategies, and operational efficiency through the effective utilization of AI/ML and data-driven insights delivered through Pega decisioning
platform. Your work will help us meet our customers' needs better and make it easier for them to do business with Verizon.

Responsibilities include:
Supporting the Pega decisioning use case by implementing the most effective predictive and adaptive modeling approaches using Pega native tools.Incorporating innovative AI approaches into Pega decisioning framework, enhancing customer personalization and engagement. Facilitating Cross-functional Collaboration: Serve as a bridge between IT, Data Warehouse, marketing science, and business stakeholders to ensure alignment on data-driven decisioning projects and strategic goals. Serving as a thought leader and subject matter expert on AI/ML related needs and initiatives. Driving Continuous Improvement: Monitor and improve data quality and performance of decisioning strategies, identifying opportunities for AI/ML innovation to advance our personalization strategy. Developing ad-hoc and ongoing statistical analysis studies to measure critical decisioning KPIs and discover important patterns to utilize in decisioning logic and adaptive models. Designing A/B testing and employ a robust test-and-learn approach for continuous optimization of decisioning strategies to optimize outcomes to better align with business goals. Developing automated reports and dashboards as needed by program manager and senior leadership.
What we're looking for...

You'll need to have:
Bachelor's degree in Data Analytics, Statistics, Computer Science or another quantitative field or four or more years of work experience.Six or more years of relevant work experience. Demonstrated knowledge or experience with Machine Learning, Data Science, and Data Engineering principles and related technologies such as R, Python, SQL etc. Experience delivering and managing AI/ML based software products or models as an engineer or product owner/manager. 
Even better if you have one or more of the following:
Master's degree or Ph.D. in data analytics or similar field Experience with agile software development methodology Experience working with Pega Decisioning platform. Pega certification(s) a plusProven experience with data engineering and ETL techniques using data from a wide variety of data sources Rigorous understanding of statistics/machine learning and ability to discern appropriate analytics techniques to problem-solve Knowledge of data warehouse, data lakes, and cloud architecture (Teradata, GCP, AWS etc.)Ability to learn new analytics tools and platforms quickly. Excellent communication skills with ability to interpret and explain analytics results and implications to non-technical audience. Ability to work in a fast-paced environment, managing multiple projects and stakeholders. Passion for applying data-driven approaches and quantitative reasoning for business decision making
If Verizon and this role sound like a fit for you, we encourage you to apply even if you don't meet every ""even better"" qualification listed above.

Where you'll be working

In this hybrid role, you'll have a defined work location that includes work from home and assigned office days set by your manager.

Scheduled Weekly Hours
40

Equal Employment Opportunity

We're proud to be an equal opportunity employer - and celebrate our employees' differences, including race, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, and Veteran status. At Verizon, we know that diversity makes us stronger. We are committed to a collaborative, inclusive environment that encourages authenticity and fosters a sense of belonging. We strive for everyone to feel valued, connected, and empowered to reach their potential and contribute their best. Check out our diversity and inclusion page to learn more."
114569,Data Engineer,"CNA Search is looking for a Data Engineer for a Direct Hire position. This role is in Atlanta and will be Hybrid Work Schedule. The ideal candidate should have a strong background in SQL Server. Must be US/GreenCard. 
Manage multiple enterprise databases across cloud and on-prem environments.Design and develop solutions to support multiple data-related functions.Assist development teams with database architecture to ensure models are following best practices.Work with stakeholders to develop a database migration strategy in-line with company’s long-term storage goals.Ensure data integrity and quality in database systems.Maintain standard policies for database development activities.Prepare documentation regarding database design, configuration and change management tasks.Mentor members of the database administrator team to manage the company databases effectively.Develop database functions, scripts, stored procedures and triggers to support application development and operations.Perform space management, archiving, partitioning and compression techniques for performance and manageability.Provide training aid to other teams on topics related to data management.Develop tools to automate database tasks such as deployments, data corrections, integrity checks, and usage statistics.Query optimization, including regular tuning of indexes.Troubleshoot SQL Server Problems as they occur (including after-hours and weekends) in relation to our in-house products.Use Agile development practices to refine User and Technical stories.
The database engineer will possess in-depth knowledge of our database structures, our business applications, and data flow dependencies between operational systems. This individual is a proficient coder that can work to automate routine database tasks and troubleshoot issues in high pressure business critical production environments.Bachelor’s degree in areas such as computer science, engineering or information systems5-7 years of related work experience3+ years MS SQL Server experienceExceptional T-SQL skills, specifically with the use of sub-queries, aggregate functions and joins.Deep understanding of the principles involved in a relational database (indexing, triggers, execution plans, etc.)Working with the Microsoft .NET Framework and Visual StudioWorking with RESTful applicationsExperience developing and monitoring ETL servicesFamiliarity with SSAS, SSRS, and SSIS is a plusProven background authoring and maintaining ETL jobs from various data sourcesWorking with SQL Server data-tier applications (DAC and DACPAC)Working with SaaS applications and Continuous Integration + Continuous Deployment modelScripting/Programming experience (PowerShell, Perl, Python, etc.)Strong attention to detail is a must as the job will involve lengthy operations against live production data.Accounting industry background or a willingness to procure industry knowledge through independent research."
115052,Sr Data Analyst,"Title: Sr Data Analyst 
Location: Phoenix, Az (Hybrid) 
Summary:Solü Technology Partners has been a technology staffing and services provider since 1995. With a reputation for collaborative, customized service, more than 86% of Solü business is repeat and referral based. Through strategic partnerships, placements are rewarding, and employee retention is high.We are seeking a Senior Data Analyst to join our team at Maricopa County, based in Phoenix, AZ. 
Responsibilities:Design, develop, test, and generate reports using information databases.Review, revise, format, and analyze data to ensure it meets user requirements.Utilize software to create metrics and develop actionable recommendations.Identify, manage, and implement process improvements related to reporting delivery.Collaborate with stakeholders to identify reporting needs.Work closely with technical support, database administrators, software developers, and other business groups.Assist in data discovery for cleanup activities with users and project teams.Train new and existing staff on query development and usage, including creating training materials.
Basic Qualifications:Bachelor's degree in Information Technology or Computer Science.9 years of progressively responsible programming experience or equivalent combination of training and experience.Minimum of 7 years of experience in QA, data, and reporting optimization.Expertise in SQL, SSMS, SSRM, and Excel.
APPLY TODAY!
*Solü Technology Partners provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, national origin, age, disability or genetics."
115060,Lead Data Analyst,"Lead Reporting Data Analyst. Responsible for creating/maintaining SQL repositories, ad hoc code, and Tableau dashboards. Must be an independent thinker. Deep experience in SQL required. Experience in the health care preferred. Experience in python/R preferred."
115196,Senior Data Engineer,"Position Overview- We are seeking an experienced Senior Data Engineer to join our dynamic team. In this role, you’ll collaborate closely with cross-functional stakeholders to design, build, and optimize data pipelines, ensuring the reliability, scalability, and security of our data ecosystem. 
**This is a W2-only position. No sponsorship (current or future) will be provided**. 
Responsibilities- Data Pipeline Development: Design, implement, and maintain robust data pipelines using Java, Python, and Spark.Infrastructure as Code: Utilize Terraform to manage and automate cloud infrastructure components.Cloud Expertise: Work extensively with AWS services, ensuring efficient data storage, processing, and analytics.Data Modeling: Develop and maintain data models that support business requirements.
Qualifications- Bachelor’s degree in Computer Science, Engineering, or related field (Master’s preferred).5+ years of professional experience in data engineering.Proficiency in Java or PythonProficiency in SparkFamiliarity with Terraform for infrastructure management.Strong understanding of AWS services (S3, Redshift, EMR, etc.).Experience with data modeling and ETL processes.Ability to troubleshoot and optimize complex data workflows.Excellent communication and collaboration skills."
115363,"Data Analyst II (W2 Role, Only for locals to CA)","Job Title: Data Analyst IIDuration: 18 Months AssignmentLocation: Rialto, CA 92376Pay Rate: $35/Hour W2

Description:Day-to-Day Responsibilities/Workload Managing the trouble order process for Vegetation Management
Required Skills/Attributes Data analysis, verbal communication mastery, written communication mastery, Excel, project analyst skills
Education Requirement High School Diploma or Equivalent
Note: The Company is committed to complying with the California Privacy Rights Act (“CPRA”) effective January 1, 2023; and all data privacy laws in the jurisdictions in which it recruits and hires employees. A Notice to California Job Applicants Regarding the Collection of Personal Information can be located on our website. Applicants with disabilities may access this notice in an alternative format by contacting NAhr@spectraforce.com. 
About Us: Established in 2004, SPECTRAFORCE® is one of the largest and fastest-growing diversity-owned staffing firms in the US. The growth of our company is a direct result of our global client service delivery model that is powered by our state-of-the-art A.I. proprietary talent acquisition platform, robust ISO 9001:2015/ISO 27001 certified processes, and strong and passionate client engaged teams. We have built our business by providing talent and project-based solutions, including Contingent, Permanent, and Statement of Work (SOW) services to over 140 clients in the US, Canada, Puerto Rico, Costa Rica, and India. Key industries that we service include Technology, Financial Services, Life Sciences, Healthcare, Telecom, Retail, Utilities and Transportation. SPECTRAFORCE is built on a concept of “human connection,” defined by our branding attitude of NEWJOBPHORIA®, which is the excitement of bringing joy and freedom to the work lifestyle so our people and clients can reach their highest potential. Learn more at: http://www.spectraforce.com Benefits: SPECTRAFORCE offers ACA compliant health benefits as well as dental, vision, accident, critical illness, voluntary life, and hospital indemnity insurances to eligible employees. Additional benefits offered to eligible employees include commuter benefits, 401K plan with matching, and a referral bonus program. SPECTRAFORCE provides unpaid leave as well as paid sick leave when required by law.
Equal Opportunity Employer: SPECTRAFORCE is an equal opportunity employer and does not discriminate against any employee or applicant for employment because of race, religion, color, sex, national origin, age, sexual orientation, gender identity, genetic information, disability or veteran status, or any other category protected by applicable federal, state, or local laws. Please contact Human Resources at LOA@spectraforce.com if you require reasonable accommodation. At SPECTRAFORCE, we are committed to maintaining a workplace that ensures fair compensation and wage transparency in adherence with all applicable state and local laws. This position’s starting pay is: $35.00/hr."
115644,Data Engineer,"Our client, an extremely successful global hedge fund, is looking for a Data Engineer to be part of a rapidly expanding team responsible for buiding and maintaining data ingestion processes that contribute to investment decisions and facilitate critical operations. The team also owns and develops the platforms that handle and monitor these processes, tools and libraries within them, and complex systems that model the firm's view of the financial world. Duties will include building easily supportable data ingestion pipelines, platforms and systems, analyzing data and developing and standardizing ingestion methodologies. In addition, you will ensure that systems are highly effective, reliable, scalable and flexible as business needs change. 
Candidates must be college graduates with broad technical knowledge encompassing as many of the following as possible: Python, C#, Java, Scala, Go, SQL, Pandas, Elasticsearch, Kibana, Snowflake, Docker, Kubernetes, Airflow, Argo, Spark and Hive. Some experience with visualization tools and Apache Kafka would be a plus as would some exposure to financial markets. Last but not leasty you should have a passion for automation and continual improvement.
This is a new position that will be part of a major expansion that is about to take place in the NYC office. The role involves working with almost every team at the firm so there is a tremendous amount of visibility. 
In addition to exceptional benefits, the company offers an EXTREMELY generous compensation package."
115686,Data Analyst (Junior),"Data Analyst (Junior)  Lexical Intelligence provides software and services related to processing large-scale biomedical information sources. Our NLP and analytics software is used by policy and decision makers to evaluate and prioritize current and emerging areas of research.
We are looking for a junior-level analyst with excellent communication skills, attention to detail, and experience working with data in Excel. The candidate must enjoy collaborative work, actively participate in the development of team presentations, and engage in review of other analyst findings. ResponsibilitiesThe Junior Analyst will be responsible for examining data from different sources with the goal of providing insights into NHLBI, its mission, business processes, and information systems. Responsibilities for this position include:Develop a strong understanding of the organization, functions, and data sources to be able to ensure analytical sources and methodologies are appropriately applied for the data need.Develop clear and well-structured analytical plans.Ensure data sources, assumptions, methodologies, and visualization approaches are consistent with prior work by the OPAE.Assess the validity of source data and subsequent findings.Produce high quality, reliable data analysis on a variety of functional areas.Explain the outcome/results by identifying trends and creating visualizations.Use best practices in data analysis and visualization.Exhibit results, conclusions, and recommendations to leadership, and customize presentations to align with various audiences.Document and communicate analysis results (briefings, reports, and/or backup analysis files) in a manner that clearly articulates the approach, results, and data-driven recommendations.Continually assess all current activities and proactively communicate potential issues and/or challenges.May support data scientists on various projects. Qualifications Minimum qualifications:Bachelor’s degree in data science or related fields.Minimum of 2 years of demonstrable experience in data analysis.Must have 2 years of experience in using Excel for data analysis and visualization andWillingness to learn basic data science tools and methodologies.Intermediate to advanced proficiency with industry-standard word processing, spreadsheet, and presentation software programs.Excellent verbal and written communication skills.Strong attention to detail.Collaborative team player.Proven problem solving and critical thinking skills.Must be able to obtain Public Trust Clearance.US work authorization (we participate in E-Verify). Preferred qualifications:Proficient in the use of basic data science tools and methodologies (python, SQL, machine learning).MS in data science or related fields.
Salary and benefitsWe offer a competitive salary and a generous benefits package, including full health and dental, HSA and retirement accounts, short- and long-term disability insurance, life insurance, paid time off and 11 federal holidays. Location: Washington DC, Hybrid Equal Employment Opportunity Policy Lexical Intelligence, LLC, provides equal employment opportunities to all employees and applicants for employment and prohibits discrimination and harassment of any type without regard to race, color, religion, age, sex, national origin, disability status, genetics, protected veteran status, sexual orientation, gender identity or expression, or any other characteristic protected by federal, state or local laws. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training."
115745,Online Data Analyst | Work From Home,"TELUS International AI-Data Solutions partners with a diverse and vibrant community to help our customers enhance their AI and machine learning models. The work of our AI Community contributes to improving technology and the digital experiences of many people around the world. Our AI Community works in our proprietary AI training platform handling all data types (text, images, audio, video, and geo) across 500+ languages and dialects. We offer flexible work-from-home opportunities for people with a passion for languages. The jobs are part-time, and there is no fixed schedule. Whoever you are, wherever you come from, come join our global AI community. www.telusinternational.com

We are hiring freelance English-speaking Online Data Analysts for a project aimed at improving the content and quality of digital maps, which are used by millions of users globally. The job would suit someone who is detail-oriented, likes doing research, and has a good knowledge of national and local geography.

This is a freelance position on a flexible schedule - you can work in your own time whenever work is available. You will be completing research and evaluation tasks in a web-based environment, eg verifying and comparing data, and determining the relevance and accuracy of information. You will be provided with guidelines for each task, which need to be followed.


Requirements:Full Professional Proficiency in EnglishYou must be living in The United States of America for the last 2 consecutive yearsAbility to follow guidelines and do research online using search engines, online maps, and website informationYou must have familiarity with current and historical business, media, sports, news, social media, and cultural affairs in The United States of AmericaBeing open to work across a diverse set of Task Types (e.g. Maps, News, Audio tasks, Relevance)Willingness to learn and adapt to changing guidelines and tasksApplicants must be 18 years or over.
Working on this project will require you to go through a standard recruitment process (including passing an open book assessment). This is a long-term project and your work will occasionally be subject to quality assurance checks.


Why Join the TELUS International AI Community? Earn additional income with flexible hours to fit your lifestyleBetter work-life balanceBe your own bossComplimentary Well-Being package encompassing a wealth of well-being resources.Be part of an online community

Payment:Rate of pay per task is inclusive of reading task guidelines. Payment will be issued in accordance with the terms of the contributor agreement upon successful completion of tasks.

What’s next?If this sounds like a role you’d be interested in taking on, please apply below.https://telusinternational.headway.ai/searchResults/REQ_ID_3248/?org_id=7e019ed4-d02b

""All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or protected veteran status.""

Important notice: TELUS International will never request a monetary deposit for any role or project with the company, and our recruitment and sourcing teams only use @telusinternational.com or @telusinternational.ai addresses when emailing candidates.
If you are unsure as to whether a job offer is legitimate, please contact us at TI_AICommunitySupport@telusinternational.com for confirmation."
115905,Senior Machine Learning Engineer,"-- Senior Machine Learning Scientist - Drug Discovery / Remote -- 
I am partnered with an innovative AI-driven drug discovery biotech, who are seeking a talented Senior Machine Learning Engineer to join a groundbreaking Artificial Intelligence team to shape and build their cutting-edge ML infrastructure, enabling the rapid design of therapeutic drugs. 
You will lead the AI workflows, from training data pipelines to 3D protein structure prediction, developing ML/AI systems that can leverage tools like AWS, Python, PyTorch, Docker, etc. 
Extensive experience in software engineering with a specialization in ML/AI systems.Proven ability to develop and drive scalable solutions.Proficiency in Pytorch and experience in deploying solutions across cloud, on-premises, and hybrid environments.Experience in the biotech/pharma industry with knowledge of protein ML models.
This is an exciting opportunity to collaborate with teams including AI Researchers, Software Engineers and Protein Scientists to define and execute an ambitious product roadmap.
We offer a competitive salary and benefits package, as well as opportunities for growth and advancement within the company. If you are a motivated and talented Machine Learning Engineer with a passion for drug discovery, deep learning or the development of new medicines then I encourage you to apply.
For any further questions please message Aaron Walker on LinkedIn or email me via: awalker@barringtonjames.com"
115910,Azure Lead Data Engineer,"Role: Azure Lead Data Engineers (Health or pharma domain is must)Experience: 10+ yrsLocation: RemoteAzure Lead Data Engineers 10 years of experience with Databricks and ADF Payer Domain with Medicare and MedicaidMust have skills : Azure Datalake Store, Azure Data FactoryOther skill: Databricks workspace admin, Spark, Scala, Databricks CLI, Databricks SQLNice to have skills include Python Azure Event Hub and Azure DevOpsAWS Redshift, Netezza and Data Modelling is a MUSTMust have led a team for minimum 5 peopleMust have good collaboration and communication skillsPerformance optimization skill and code review skill is a mustVery hands on heavy on quickly learning Databricks and DBT.Data Migration experience if possible
Thanks & Regards Shreyas LExecutive RecruiterNam Info IncPhone- 732-851-0065 (126)Email – shreyas@nam-it.com"
